"R.native","FormalUnicodeNotation","Desc","Group","Subgroup","Status","WAImpMatch"
"🇦🇺","U+1F1E6 U+1F1FA","Australia","Flags","CountryFlags","fully-qualified","Yes"
"🇦🇹","U+1F1E6 U+1F1F9","Austria","Flags","CountryFlags","fully-qualified","Yes"
"🇦🇿","U+1F1E6 U+1F1FF","Azerbaijan","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇸","U+1F1E7 U+1F1F8","Bahamas","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇭","U+1F1E7 U+1F1ED","Bahrain","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇩","U+1F1E7 U+1F1E9","Bangladesh","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇧","U+1F1E7 U+1F1E7","Barbados","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇾","U+1F1E7 U+1F1FE","Belarus","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇪","U+1F1E7 U+1F1EA","Belgium","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇿","U+1F1E7 U+1F1FF","Belize","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇯","U+1F1E7 U+1F1EF","Benin","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇲","U+1F1E7 U+1F1F2","Bermuda","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇹","U+1F1E7 U+1F1F9","Bhutan","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇴","U+1F1E7 U+1F1F4","Bolivia","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇦","U+1F1E7 U+1F1E6","Bosnia & Herzegovina","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇼","U+1F1E7 U+1F1FC","Botswana","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇷","U+1F1E7 U+1F1F7","Brazil","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇴","U+1F1EE U+1F1F4","British Indian Ocean Territory","Flags","CountryFlags","fully-qualified","Yes"
"🇻🇬","U+1F1FB U+1F1EC","British Virgin Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇳","U+1F1E7 U+1F1F3","Brunei","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇬","U+1F1E7 U+1F1EC","Bulgaria","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇫","U+1F1E7 U+1F1EB","Burkina Faso","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇮","U+1F1E7 U+1F1EE","Burundi","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇭","U+1F1F0 U+1F1ED","Cambodia","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇲","U+1F1E8 U+1F1F2","Cameroon","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇦","U+1F1E8 U+1F1E6","Canada","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇨","U+1F1EE U+1F1E8","Canary Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇻","U+1F1E8 U+1F1FB","Cape Verde","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇶","U+1F1E7 U+1F1F6","Caribbean Netherlands","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇾","U+1F1F0 U+1F1FE","Cayman Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇫","U+1F1E8 U+1F1EB","Central African Republic","Flags","CountryFlags","fully-qualified","Yes"
"🇹🇩","U+1F1F9 U+1F1E9","Chad","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇱","U+1F1E8 U+1F1F1","Chile","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇳","U+1F1E8 U+1F1F3","China","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇽","U+1F1E8 U+1F1FD","Christmas Island","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇨","U+1F1E8 U+1F1E8","Cocos (Keeling) Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇴","U+1F1E8 U+1F1F4","Colombia","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇲","U+1F1F0 U+1F1F2","Comoros","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇬","U+1F1E8 U+1F1EC","Congo - Brazzaville","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇩","U+1F1E8 U+1F1E9","Congo - Kinshasa","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇰","U+1F1E8 U+1F1F0","Cook Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇷","U+1F1E8 U+1F1F7","Costa Rica","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇮","U+1F1E8 U+1F1EE","Cote d'Ivoire","Flags","CountryFlags","fully-qualified","Yes"
"🇭🇷","U+1F1ED U+1F1F7","Croatia","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇺","U+1F1E8 U+1F1FA","Cuba","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇼","U+1F1E8 U+1F1FC","Curacao","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇾","U+1F1E8 U+1F1FE","Cyprus","Flags","CountryFlags","fully-qualified","Yes"
"🇨🇿","U+1F1E8 U+1F1FF","Czechia","Flags","CountryFlags","fully-qualified","Yes"
"🇩🇰","U+1F1E9 U+1F1F0","Denmark","Flags","CountryFlags","fully-qualified","Yes"
"🇩🇯","U+1F1E9 U+1F1EF","Djibouti","Flags","CountryFlags","fully-qualified","Yes"
"🇩🇲","U+1F1E9 U+1F1F2","Dominica","Flags","CountryFlags","fully-qualified","Yes"
"🇩🇴","U+1F1E9 U+1F1F4","Dominican Republic","Flags","CountryFlags","fully-qualified","Yes"
"🇪🇨","U+1F1EA U+1F1E8","Ecuador","Flags","CountryFlags","fully-qualified","Yes"
"🇪🇬","U+1F1EA U+1F1EC","Egypt","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇻","U+1F1F8 U+1F1FB","El Salvador","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇶","U+1F1EC U+1F1F6","Equatorial Guinea","Flags","CountryFlags","fully-qualified","Yes"
"🇪🇷","U+1F1EA U+1F1F7","Eritrea","Flags","CountryFlags","fully-qualified","Yes"
"🇪🇪","U+1F1EA U+1F1EA","Estonia","Flags","CountryFlags","fully-qualified","Yes"
"🇪🇹","U+1F1EA U+1F1F9","Ethiopia","Flags","CountryFlags","fully-qualified","Yes"
"🇪🇺","U+1F1EA U+1F1FA","European Union","Flags","CountryFlags","fully-qualified","Yes"
"🇫🇰","U+1F1EB U+1F1F0","Falkland Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇫🇴","U+1F1EB U+1F1F4","Faroe Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇫🇯","U+1F1EB U+1F1EF","Fiji","Flags","CountryFlags","fully-qualified","Yes"
"🇫🇮","U+1F1EB U+1F1EE","Finland","Flags","CountryFlags","fully-qualified","Yes"
"🇫🇷","U+1F1EB U+1F1F7","France","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇫","U+1F1EC U+1F1EB","French Guiana","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇫","U+1F1F5 U+1F1EB","French Polynesia","Flags","CountryFlags","fully-qualified","Yes"
"🇹🇫","U+1F1F9 U+1F1EB","French Southern Territories","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇦","U+1F1EC U+1F1E6","Gabon","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇲","U+1F1EC U+1F1F2","Gambia","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇪","U+1F1EC U+1F1EA","Georgia","Flags","CountryFlags","fully-qualified","Yes"
"🇩🇪","U+1F1E9 U+1F1EA","Germany","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇭","U+1F1EC U+1F1ED","Ghana","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇮","U+1F1EC U+1F1EE","Gibraltar","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇷","U+1F1EC U+1F1F7","Greece","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇱","U+1F1EC U+1F1F1","Greenland","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇩","U+1F1EC U+1F1E9","Grenada","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇵","U+1F1EC U+1F1F5","Guadeloupe","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇺","U+1F1EC U+1F1FA","Guam","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇹","U+1F1EC U+1F1F9","Guatemala","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇬","U+1F1EC U+1F1EC","Guernsey","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇳","U+1F1EC U+1F1F3","Guinea","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇼","U+1F1EC U+1F1FC","Guinea-Bissau","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇾","U+1F1EC U+1F1FE","Guyana","Flags","CountryFlags","fully-qualified","Yes"
"🇭🇹","U+1F1ED U+1F1F9","Haiti","Flags","CountryFlags","fully-qualified","Yes"
"🇭🇳","U+1F1ED U+1F1F3","Honduras","Flags","CountryFlags","fully-qualified","Yes"
"🇭🇰","U+1F1ED U+1F1F0","Hong Kong SAR China","Flags","CountryFlags","fully-qualified","Yes"
"🇭🇺","U+1F1ED U+1F1FA","Hungary","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇸","U+1F1EE U+1F1F8","Iceland","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇳","U+1F1EE U+1F1F3","India","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇩","U+1F1EE U+1F1E9","Indonesia","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇷","U+1F1EE U+1F1F7","Iran","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇶","U+1F1EE U+1F1F6","Iraq","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇪","U+1F1EE U+1F1EA","Ireland","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇲","U+1F1EE U+1F1F2","Isle of Man","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇱","U+1F1EE U+1F1F1","Israel","Flags","CountryFlags","fully-qualified","Yes"
"🇮🇹","U+1F1EE U+1F1F9","Italy","Flags","CountryFlags","fully-qualified","Yes"
"🇯🇲","U+1F1EF U+1F1F2","Jamaica","Flags","CountryFlags","fully-qualified","Yes"
"🇯🇵","U+1F1EF U+1F1F5","Japan","Flags","CountryFlags","fully-qualified","Yes"
"🎌","U+1F38C","crossed flags","Flags","Flags","fully-qualified","Yes"
"🇯🇪","U+1F1EF U+1F1EA","Jersey","Flags","CountryFlags","fully-qualified","Yes"
"🇯🇴","U+1F1EF U+1F1F4","Jordan","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇿","U+1F1F0 U+1F1FF","Kazakhstan","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇪","U+1F1F0 U+1F1EA","Kenya","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇮","U+1F1F0 U+1F1EE","Kiribati","Flags","CountryFlags","fully-qualified","Yes"
"🇽🇰","U+1F1FD U+1F1F0","Kosovo","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇼","U+1F1F0 U+1F1FC","Kuwait","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇬","U+1F1F0 U+1F1EC","Kyrgyzstan","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇦","U+1F1F1 U+1F1E6","Laos","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇻","U+1F1F1 U+1F1FB","Latvia","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇧","U+1F1F1 U+1F1E7","Lebanon","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇸","U+1F1F1 U+1F1F8","Lesotho","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇷","U+1F1F1 U+1F1F7","Liberia","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇾","U+1F1F1 U+1F1FE","Libya","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇮","U+1F1F1 U+1F1EE","Liechtenstein","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇹","U+1F1F1 U+1F1F9","Lithuania","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇺","U+1F1F1 U+1F1FA","Luxembourg","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇴","U+1F1F2 U+1F1F4","Macau SAR China","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇰","U+1F1F2 U+1F1F0","Macedonia","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇬","U+1F1F2 U+1F1EC","Madagascar","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇼","U+1F1F2 U+1F1FC","Malawi","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇾","U+1F1F2 U+1F1FE","Malaysia","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇻","U+1F1F2 U+1F1FB","Maldives","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇱","U+1F1F2 U+1F1F1","Mali","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇹","U+1F1F2 U+1F1F9","Malta","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇭","U+1F1F2 U+1F1ED","Marshall Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇶","U+1F1F2 U+1F1F6","Martinique","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇷","U+1F1F2 U+1F1F7","Mauritania","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇺","U+1F1F2 U+1F1FA","Mauritius","Flags","CountryFlags","fully-qualified","Yes"
"🇾🇹","U+1F1FE U+1F1F9","Mayotte","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇽","U+1F1F2 U+1F1FD","Mexico","Flags","CountryFlags","fully-qualified","Yes"
"🇫🇲","U+1F1EB U+1F1F2","Micronesia","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇩","U+1F1F2 U+1F1E9","Moldova","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇨","U+1F1F2 U+1F1E8","Monaco","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇳","U+1F1F2 U+1F1F3","Mongolia","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇪","U+1F1F2 U+1F1EA","Montenegro","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇸","U+1F1F2 U+1F1F8","Montserrat","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇦","U+1F1F2 U+1F1E6","Morocco","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇿","U+1F1F2 U+1F1FF","Mozambique","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇲","U+1F1F2 U+1F1F2","Myanmar (Burma)","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇦","U+1F1F3 U+1F1E6","Namibia","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇷","U+1F1F3 U+1F1F7","Nauru","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇵","U+1F1F3 U+1F1F5","Nepal","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇱","U+1F1F3 U+1F1F1","Netherlands","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇨","U+1F1F3 U+1F1E8","New Caledonia","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇿","U+1F1F3 U+1F1FF","New Zealand","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇮","U+1F1F3 U+1F1EE","Nicaragua","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇪","U+1F1F3 U+1F1EA","Niger","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇬","U+1F1F3 U+1F1EC","Nigeria","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇺","U+1F1F3 U+1F1FA","Niue","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇫","U+1F1F3 U+1F1EB","Norfolk Island","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇵","U+1F1F0 U+1F1F5","North Korea","Flags","CountryFlags","fully-qualified","Yes"
"🇲🇵","U+1F1F2 U+1F1F5","Northern Mariana Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇳🇴","U+1F1F3 U+1F1F4","Norway","Flags","CountryFlags","fully-qualified","Yes"
"🇴🇲","U+1F1F4 U+1F1F2","Oman","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇰","U+1F1F5 U+1F1F0","Pakistan","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇼","U+1F1F5 U+1F1FC","Palau","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇸","U+1F1F5 U+1F1F8","Palestinian Territories","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇦","U+1F1F5 U+1F1E6","Panama","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇬","U+1F1F5 U+1F1EC","Papua New Guinea","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇾","U+1F1F5 U+1F1FE","Paraguay","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇪","U+1F1F5 U+1F1EA","Peru","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇭","U+1F1F5 U+1F1ED","Philippines","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇳","U+1F1F5 U+1F1F3","Pitcairn Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇱","U+1F1F5 U+1F1F1","Poland","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇹","U+1F1F5 U+1F1F9","Portugal","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇷","U+1F1F5 U+1F1F7","Puerto Rico","Flags","CountryFlags","fully-qualified","Yes"
"🇶🇦","U+1F1F6 U+1F1E6","Qatar","Flags","CountryFlags","fully-qualified","Yes"
"🇷🇪","U+1F1F7 U+1F1EA","Reunion","Flags","CountryFlags","fully-qualified","Yes"
"🇷🇴","U+1F1F7 U+1F1F4","Romania","Flags","CountryFlags","fully-qualified","Yes"
"🇷🇺","U+1F1F7 U+1F1FA","Russia","Flags","CountryFlags","fully-qualified","Yes"
"🇷🇼","U+1F1F7 U+1F1FC","Rwanda","Flags","CountryFlags","fully-qualified","Yes"
"🇼🇸","U+1F1FC U+1F1F8","Samoa","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇲","U+1F1F8 U+1F1F2","San Marino","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇹","U+1F1F8 U+1F1F9","Sao Tome & Principe","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇦","U+1F1F8 U+1F1E6","Saudi Arabia","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇳","U+1F1F8 U+1F1F3","Senegal","Flags","CountryFlags","fully-qualified","Yes"
"🇷🇸","U+1F1F7 U+1F1F8","Serbia","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇨","U+1F1F8 U+1F1E8","Seychelles","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇱","U+1F1F8 U+1F1F1","Sierra Leone","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇬","U+1F1F8 U+1F1EC","Singapore","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇽","U+1F1F8 U+1F1FD","Sint Maarten","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇰","U+1F1F8 U+1F1F0","Slovakia","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇮","U+1F1F8 U+1F1EE","Slovenia","Flags","CountryFlags","fully-qualified","Yes"
"🇬🇸","U+1F1EC U+1F1F8","South Georgia & South Sandwich Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇧","U+1F1F8 U+1F1E7","Solomon Islands","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇴","U+1F1F8 U+1F1F4","Somalia","Flags","CountryFlags","fully-qualified","Yes"
"🇿🇦","U+1F1FF U+1F1E6","South Africa","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇷","U+1F1F0 U+1F1F7","South Korea","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇸","U+1F1F8 U+1F1F8","South Sudan","Flags","CountryFlags","fully-qualified","Yes"
"🇪🇸","U+1F1EA U+1F1F8","Spain","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇰","U+1F1F1 U+1F1F0","Sri Lanka","Flags","CountryFlags","fully-qualified","Yes"
"🇧🇱","U+1F1E7 U+1F1F1","St. Barthelemy","Flags","CountryFlags","fully-qualified","Yes"
"🇸🇭","U+1F1F8 U+1F1ED","St. Helena","Flags","CountryFlags","fully-qualified","Yes"
"🇰🇳","U+1F1F0 U+1F1F3","St. Kitts & Nevis","Flags","CountryFlags","fully-qualified","Yes"
"🇱🇨","U+1F1F1 U+1F1E8","St. Lucia","Flags","CountryFlags","fully-qualified","Yes"
"🇵🇲","U+1F1F5 U+1F1F2","St. Pierre & Miquelon","Flags","CountryFlags","fully-qualified","Yes"
"🇻🇨","U+1F1FB U+1F1E8","St. Vincent & Grenadines","Flags","CountryFlags","fully-qualified","Yes"
